type,identifier,name_en,name_de,definition_en,example_en,note_en,synonyms_en,synonyms_de,parents,is_part_of,relation_from,relation_to,links
# prefix,cx,,,,,,,,,,,,
# namespace,https://raw.githubusercontent.com/catenax-ng/product-knowledge/main/ontology/,,,,,,,,,,,,
# title,vehicle component ontology,,,,,,,,,,,,
# version,0.0.1,,,,,,,,,,,,
# author,Zazralt Magic,,,,,,,,,,,,
# contributor,,,,,,,,,,,,,
# description,,,,,,,,,,,,,
# import,,common ontology,,,,,,,,,,,
class,lane departure warning system,,Spurhalteassistent,,,,"LDWS, lane departure warning",,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",driver assistance system,,,https://en.wikipedia.org/wiki/Lane_departure_warning_system
class,collision avoidance system,,Notbremsassistent,,,,CAS,,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",driver assistance system,,,https://en.wikipedia.org/wiki/Collision_avoidance_system
class,driver drowsiness detection,,Aufmerksamkeitsassistent,,,,"DDD, Active Driving Assistant, Attention Assistant",,"vehicle electrical component, vehicle component, safety component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Driver_drowsiness_detection
class,automotive night vision,,Nachtsicht-Assistent,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component",driver assistance system,,,https://en.wikipedia.org/wiki/Automotive_night_vision
class,high beam assistant,,Fernlicht Assistent,,,,,FLA,"vehicle electrical component, vehicle component, safety component, electrical component",driver assistance system,,,
class,pedestrian protection,,Fußgängerschutz,,,,active pedestrian protection,,"vehicle electrical component, vehicle component, safety component, electrical component",driver assistance system,,,
class,crossing traffic warning,,,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component",driver assistance system,,,
class,emergency call system,,Notrufsystem,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",electrical system,,,
class,restraint system,,Rückhaltesystem,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component, vehicle system",electrical system,,,
class,crash detection sensor,,,,,,,,"vehicle electrical component, vehicle component, safety component, electrical component",electrical system,,,
class,can bus,CAN bus,,,,,Controller Area Network (CAN),,"vehicle electrical component, vehicle component",electrical system,,,https://en.wikipedia.org/wiki/CAN_bus
class,error memory,,Fehlerspeicher,,,is stored in the EEPROM,fault memory,,"vehicle electrical component, vehicle component",electronic control unit,,,https://de.wikipedia.org/wiki/Fehlerspeicher
,,,,,,,,,,,,,
class,operating liquid,,Betriebsflüssigkeit,,,,,,"operating material, liquid material",,,,
class,lubricant,,Schmierstoff,,,,,,operating liquid,,,,
class,brake fluid,,Bremsflüssigkeit,,,,,,operating liquid,,,,
class,additive,,Additiv,,,,,,operating liquid,,,,
class,battery acid,,Batteriesäure,,,,,,operating liquid,,,,
class,automatic transmission fluid,,Automatikgetriebeöl,,,,,,operating liquid,,,,
class,hydraulic fluid,,Hydraulikflüssigkeit,,,,,,operating liquid,,,,
class,washer fluid,,Waschwasser,,,,,,operating liquid,,,,
class,refrigerant,,Kältemittel,,,,,,operating liquid,,,,
class,transmission oil,,Getriebeöl,,,,,,operating liquid,,,,
class,reductant,,Reduktionsmittel,,,,,,operating liquid,,,,
class,coolant,,Kühlmittel,,,,,,operating liquid,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
